0.topic, 1.topic, 2.topic, 3.topic, 4.topic, 5.topic, 6.topic, 7.topic, 8.topic, 9.topic, 10.topic, 11.topic, 12.topic, 13.topic, 14.topic, class
0,0.02,0.003,0,0,0.003,0.019,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.016,0.063,0.007,0.002,0,0,0.001,0.027,0.014,0,0.131,0.009,0.008,0,0.005,kizgin
0.014,0.022,0.004,0,0.004,0.003,0.014,0.005,0,0,0,0.007,0.02,0,0,kizgin
0.016,0.078,0.01,0.002,0,0.003,0.015,0.013000000000000001,0.01,0,0.004,0.016,0.025,0,0.005,kizgin
0.016,0.060000000000000005,0.007,0.002,0,0,0.001,0.027,0.01,0,0.11599999999999999,0.009,0.008,0,0.005,kizgin
0.002,0.001,0.016,0.004,0,0,0.005,0.007,0,0,0.055,0.005,0.005,0,0,kizgin
0.002,0.002,0.013,0.002,0,0,0.005,0.023,0,0,0.112,0.005,0.028,0,0,kizgin
0.004,0,0,0,0,0.01,0.097,0,0.003,0,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.104,0,0.003,0,0,0,0.006,0,0,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.003,0,0,0,0.006,0,0,kizgin
0.005,0.002,0.015,0.083,0,0,0.007,0.034,0,0,0.113,0.011,0.007,0,0,kizgin
0.015,0.004,0,0,0,0,0,0,0.001,0,0,0.098,0.023,0.001,0,kizgin
0.022,0.069,0.018,0.006,0.001,0.057,0.001,0.008,0.01,0,0.027,0.023,0.013999999999999999,0,0.005,kizgin
0.007,0.030000000000000002,0.012,0.004,0,0.011,0,0,0,0,0,0.009,0.019,0.001,0,kizgin
0.025999999999999995,0,0.002,0.192,0.023,0.01,0.098,0.007,0.003,0.001,0.002,0.01,0.007,0.035,0.006,kizgin
0.006,0.03,0.013999999999999999,0.004,0.001,0.060000000000000005,0.014,0.005,0,0,0.023,0.021,0.02,0,0,kizgin
0.021,0.07200000000000001,0.007,0.002,0,0,0.001,0.008,0.01,0,0.004,0.009,0.005,0,0.005,kizgin
0.003,0,0,0,0,0.01,0.095,0,0.017,0,0,0,0.006,0,0,kizgin
0.006,0.001,0,0,0.001,0.055,0.19,0,0.006,0,0,0,0.012,0,0,kizgin
0.007,0.029,0.018000000000000002,0.006,0,0.013999999999999999,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.029,0.012,0.008,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.008,0.031,0.012,0.006,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0.007,0.034,0.012,0.004,0,0.011,0,0,0,0,0,0.009,0.006,0.001,0,kizgin
0,0.035,0.002,0,0,0,0.023,0,0.004,0.001,0.001,0,0,0,0.006,kizgin
0.007,0.029,0.016,0.006,0,0.011,0,0,0,0,0,0.013,0.006,0.001,0,kizgin
0,0,0,0.072,0,0,0.001,0,0,0.057,0.002,0.001,0.003,0,0,kizgin
0.009999999999999998,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009,0.007,0.057999999999999996,0.008,0,0.011,0.01,0,0.014,0.005,0,0,0.004,0,0,korku
0.005,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0,0,0,0,0,0.009,0.001,0.134,0,0,0,0,0,0,korku
0.021,0.023,0,0.002,0.007,0.07100000000000001,0,0,0,0,0,0,0.004,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.076,0.032,0,0,0,0.068,0,0,0,0.049,0,0.008,0.001,0.014,0,korku
0.001,0.021,0,0,0,0.07100000000000001,0,0,0,0,0,0,0.004,0,0,korku
0.008,0.008,0.131,0.002,0,0.003,0,0,0.003,0.004,0,0.004,0,0,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0,0,0,0,0,0.002,0.001,0.134,0,0,0,0,0.013,0,korku
0.077,0.005,0.011,0.001,0,0.004,0.176,0,0.004,0.049,0.008,0,0.007,0.027,0,korku
0.005,0,0.011,0.001,0,0.021,0.093,0,0.002,0,0.004,0,0.001,0.002,0,korku
0,0.01,0,0,0,0,0,0,0,0.125,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0.009,0,0,0.049,0,0,0.001,0.014,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.006,0.014,0.003,0,0.003,0,0,0,0,0,0,0,0,0,0.005,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.004,0.006,0.15200000000000002,0.001,0,0.007,0.087,0,0.009000000000000001,0,0.004,0,0.001,0.005,0,korku
0.002,0,0.135,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.009,0.047,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0,0.038,0.009,0.001,0,0.003,0,0,0.004,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.026000000000000002,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.027,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.027,0.004,0,0.009000000000000001,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.006,0.002,0.01,0,0.003,0,0,0,0,0,0.001,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.006,0.028,0.004,0,0.008,0,0.003,0,0,0,0,0,0,0,0,korku
0.006,0.026000000000000002,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0,0.02,0.19899999999999998,0.004,0,0,0,0,0,0,0,0,0,0.024,0,korku
0,0.01,0.129,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.011,0.007,0.137,0.002,0,0.011,0.008,0,0.017,0.005,0,0,0,0,0,korku
0.002,0.001,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.003,0,0.133,0,0,0,0,0,0.003,0,0,0,0,0,0.005,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.004,0.007,0.199,0,0,0,0,0,0.005,0,0,0,0,0.003,0,korku
0.007,0.012,0.14200000000000002,0.001,0,0.004,0.176,0,0.197,0.04,0.008,0,0.006,0.013,0,korku
0.002,0.002,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.149,0.01,0,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.074,0.005,0.001,0,0,0,0,0,0,0.049,0.011,0,0.001,0.014,0,korku
0.074,0.008,0.003,0.003,0.002,0,0,0.004,0.011,0.07300000000000001,0,0,0.001,0.014,0,korku
0.076,0.005,0.011,0.001,0,0.004,0.087,0,0.002,0.049,0.004,0,0.002,0.016,0,korku
0.009,0.033,0.005,0,0,0.07200000000000001,0,0,0,0,0.014,0.004,0,0,0,korku
0,0.021,0,0,0,0.09800000000000002,0,0,0,0,0,0,0,0,0,korku
0.001,0.024,0.002,0,0,0.07200000000000001,0,0.001,0.134,0,0.014,0.004,0,0,0,korku
0.018,0.021,0,0.051,0.023,0.068,0,0.004,0,0.001,0,0,0.001,0.035,0.006,korku
0,0.021,0,0,0,0.068,0,0,0,0,0,0,0,0,0,korku
0.022,0.005,0.02,0.004,0,0,0.003,0.006,0,0.125,0,0,0,0,0,korku
0.082,0.017,0.006,0.004,0,0,0,0.008,0,0.049,0.008,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.008,0.002,0,0,0.004,0,0,0,0.049,0.014,0.004,0.001,0.014,0,korku
0.013,0.024,0.069,0,0.01,0,0.001,0,0.001,0,0,0,0,0,0,korku
0.075,0.005,0,0.002,0,0,0,0,0,0.049,0,0.001,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.074,0.005,0.006,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.086,0.013999999999999999,0.003,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.08,0.005,0.001,0,0.134,0,0.002,0,0,0.049,0.001,0.001,0.001,0.014,0,korku
0.075,0.005,0.003,0,0,0,0,0,0,0.049,0.004,0.004,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.015,0,0,0,0.009,0,0,0.007,0.049,0,0,0.001,0.066,0,korku
0.076,0.005,0.021,0.001,0,0.017,0.004,0,0,0.049,0,0,0.001,0.015,0,korku
0.085,0.011000000000000001,0,0.001,0,0.003,0,0.004,0,0.049,0,0.008,0.001,0.014,0.01,korku
0.075,0.015,0.07300000000000001,0,0.004,0,0.003,0,0.002,0.049,0,0,0.001,0.014,0,korku
0.074,0.008,0.003,0.003,0.002,0,0,0.004,0,0.07300000000000001,0,0,0.001,0.014,0,korku
0.02,0.003,0.021,0.004,0,0,0.092,0.006,0.002,0,0.004,0,0.005,0.011,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.02,0.146,0.002,0,0,0,0,0,0,0,0,0,0.024,0,korku
0.085,0.029,0.004,0,0.008,0,0.004,0,0,0.049,0,0,0.001,0.014,0.005,korku
0.009,0.047,0.003,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.075,0.007,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.027999999999999997,0.01,0.028,0.006,0,0.011,0.013000000000000001,0.006,0.014,0.005,0,0,0.004,0,0,korku
0.002,0,0.132,0,0,0,0,0.019,0.003,0,0,0,0,0.003,0,korku
0.074,0.005,0,0,0,0.018,0,0,0.008,0.049,0,0,0.001,0.091,0,korku
0.074,0.005,0,0,0,0.006,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.015,0.073,0.001,0.001,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0.011,0,0,0,0,korku
0.08,0.009000000000000001,0.053,0.004,0,0.003,0,0,0,0.053000000000000005,0,0.004,0.001,0.014,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.004,0,0,0,0.009,0,0,0.007,0,0,0,0,0.052000000000000005,0,korku
0.007,0.011,0.129,0.004,0,0.004,0,0,0.014,0,0,0,0,0.015,0,korku
0.002,0.002,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0,0.003,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.027999999999999997,0.01,0.028,0.006,0,0.011,0.013000000000000001,0.006,0.014,0.005,0,0,0.004,0,0,korku
0.074,0.005,0.003,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.019,0.003,0.073,0.006,0,0,0.003,0.006,0,0,0,0,0,0.003,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.074,0.005,0,0.002,0,0,0,0,0,0.068,0,0,0.001,0.014,0,korku
0.075,0.005,0.002,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0.005,korku
0.011,0.009,0.015,0.001,0,0.007,0.088,0,0.002,0,0.004,0.044,0.001,0.022,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0,0.01,0.08,0.001,0.004,0,0.003,0,0,0,0,0,0,0.012,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.019,0.003,0.073,0.006,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.002,0,0.131,0,0,0,0.001,0,0.003,0,0,0.044,0,0,0,korku
0.049,0.013999999999999999,0.023,0.006,0.007,0.003,0.003,0.006,0,0,0,0,0.004,0,0,korku
0.006,0.014,0.073,0.003,0,0.003,0,0,0,0.004,0,0.004,0,0.012,0,korku
0.001,0.012,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.148,0.01,0,0,0,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.007,0.002,0.011,0.001,0,0.004,0.176,0,0.004,0,0.008,0.004,0.006,0.013,0.005,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.05,0.028000000000000004,0.146,0.008,0.016,0.012,0.004,0,0,0.004,0,0.004,0.008,0.024,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.074,0.005,0.005,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.002,0,0.133,0,0,0,0,0,0.003,0,0,0,0.004,0.003,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0.002,0,0,0,0,0,0,0.012,0,korku
0.002,0.01,0.08399999999999999,0.002,0,0.004,0.087,0,0.002,0,0.004,0,0.001,0.014,0,korku
0.074,0.007,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.079,0.001,0.001,0,0,0,0,0,0,0,0,0.012,0,korku
0.009000000000000001,0.014,0.08399999999999999,0.004,0,0.007,0.176,0,0.004,0.004,0.008,0.004,0.006,0.025,0,korku
0.003,0.003,0.012,0.001,0,0.004,0.176,0.016,0.004,0,0.008,0,0.006,0.013,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.074,0.006,0.002,0,0,0,0.001,0.019,0,0.049,0.004,0,0.001,0.014,0,korku
0.074,0.008,0.006,0.003,0.002,0,0,0.004,0,0.07300000000000001,0,0,0.001,0.014,0,korku
0.006,0.032,0.004,0,0.008,0,0.005,0,0,0.008,0,0,0,0,0,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.003,0.002,0.011,0.001,0,0.004,0.176,0.007,0.004,0,0.008,0,0.006,0.013,0,korku
0,0.02,0.199,0.009000000000000001,0,0,0,0,0,0,0,0,0,0.024,0,korku
0.019,0.009000000000000001,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.001,0,0.053,0.002,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.039,0.006,0.04,0.008,0,0,0.006,0.012,0,0,0,0,0,0,0,korku
0.075,0.015,0.073,0.001,0,0.003,0.002,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.002,0,0.132,0,0,0,0.002,0,0.003,0,0,0,0,0,0,korku
0.074,0.005,0.001,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.076,0.005,0.132,0,0,0,0,0.016,0.003,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.02,0.005,0.02,0.004,0,0,0.005,0.006,0,0,0,0,0,0,0,korku
0.001,0.003,0,0,0,0,0,0.001,0.138,0,0,0,0,0,0,korku
0.002,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.009999999999999998,0.007,0.006,0.004,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.001,0.009000000000000001,0,0,0,0,0.002,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.009999999999999998,0.007,0.005,0.002,0,0.011,0.097,0,0.016,0.005,0.004,0,0.005,0.011,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0,0.038,0,0.001,0,0,0,0,0,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.001,0.01,0,0,0,0,0,0,0.093,0.14500000000000002,0,0,0,0,0,korku
0.006,0.024,0.004,0,0.008,0,0.001,0,0,0,0,0,0,0,0,korku
0.022000000000000002,0.002,0.001,0.002,0.009000000000000001,0.009000000000000001,0,0.001,0.134,0,0,0,0.004,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.027000000000000003,0.007,0.08399999999999999,0.009000000000000001,0,0.007,0.09,0.006,0.002,0.004,0.004,0.004,0.001,0.002,0,korku
0.038,0.006,0.04,0.008,0,0,0.006,0.012,0,0,0,0,0,0,0,korku
0.019,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.075,0.005,0,0,0,0.003,0,0,0,0.049,0,0,0.005,0.014,0,korku
0.074,0.005,0,0,0,0.006,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.001,0.011,0.073,0.008,0,0.029,0,0,0,0,0,0,0,0.012,0.027,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.126,0.003,0,0,0,0,0,0,0,0.004,0,0.012,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.001,0.011,0.18,0.012,0,0,0,0,0,0,0,0,0.004,0.012,0.027,korku
0.003,0,0.011,0.001,0,0.004,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.005,0,0.023,0.002,0,0.008,0.263,0,0.006,0,0.012,0,0.007,0.026,0,korku
0.074,0.021,0.076,0.004,0.002,0,0,0.004,0.004,0.07300000000000001,0,0,0.001,0.026000000000000002,0,korku
0.08199999999999999,0.035,0.199,0.033,0,0.002,0.011,0.087,0.001,0.049,0.002,0,0.001,0.04000000000000001,0,korku
0.078,0.008,0.001,0,0,0,0,0,0,0.049,0,0.004,0.001,0.014,0,korku
0.026,0.004,0.023,0.005,0,0.004,0.003,0.006,0.014,0,0,0,0,0.003,0.005,korku
0.076,0.015,0.073,0.001,0,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.047,0.006,0.024,0.007,0.007,0.007,0.003,0.006,0.014,0,0,0,0.004,0.003,0,korku
0.008,0.004,0.005,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.074,0.015,0.073,0.001,0,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.005,0.001,0.132,0.009,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.148,0.01,0,0,0.003,0,0,0,0,0.098,0,0,0.002,0.028,0,korku
0.08,0.018,0.011,0.004,0.001,0.057,0,0,0.008,0.049,0.03,0.014,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.024,0.016,0.008,0.002,0,0.011,0.008,0,0.015,0.005,0,0.002,0.125,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.075,0.007,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.021,0.012,0.073,0.003,0.007,0.003,0,0,0,0,0,0,0.004,0.012,0,korku
0.08,0.026000000000000002,0.08499999999999999,0.025,0.005,0.057,0,0,0,0.049,0.023,0.014,0.001,0.026000000000000002,0,korku
0.002,0,0.131,0.002,0,0,0,0,0.003,0,0,0,0,0,0,korku
0,0.022000000000000002,0.001,0.02,0.004,0.068,0,0,0,0,0,0,0,0,0,korku
0.002,0.024,0.013,0.001,0,0.07600000000000001,0.087,0,0.002,0,0.018000000000000002,0.004,0.001,0.002,0,korku
0.002,0.002,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.021,0.008,0,0.002,0.068,0,0.002,0,0,0.006,0.02,0,0.232,0,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.003,0,0.131,0,0,0,0,0,0.003,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.07400000000000001,0.002,0,0,0,0,0,0,0.013,0,korku
0.005,0.002,0.015,0.001,0.003,0.004,0.176,0,0.004,0,0.012,0.004,0.006,0.013,0,korku
0,0.038,0,0.001,0,0,0,0,0.007,0,0,0,0,0,0,korku
0.082,0.017,0.006,0.004,0,0,0,0.008,0,0.049,0.008,0,0.001,0.014,0,korku
0.075,0.005,0.002,0,0,0,0,0,0,0.049,0,0,0.001,0.02,0,korku
0.074,0.015,0.078,0.001,0,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.152,0.016,0.003,0.002,0,0,0,0.004,0,0.098,0.004,0,0.002,0.028,0,korku
0.075,0.012,0.001,0,0,0,0,0,0.093,0.093,0,0,0.005,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.001,0,0,0,0,0,0,0.001,0.134,0,0,0,0,0,0,korku
0,0.01,0.077,0.001,0.001,0,0,0.001,0,0,0.003,0.01,0,0.128,0,korku
0.027,0.007,0.024,0.004,0.005,0.005,0.005,0.008,0.066,0,0,0,0,0,0,korku
0,0.021,0,0,0,0.068,0,0.004,0,0,0,0,0,0,0,korku
0.019000000000000003,0.031,0.020999999999999998,0.004,0.008,0.008,0.088,0.004,0.016,0,0.008,0,0.001,0.005,0,korku
0.006,0.017,0.003,0.003,0.004,0,0,0.004,0,0.024,0,0,0,0,0.005,korku
0.004,0.003,0.067,0.009000000000000001,0,0.004,0.265,0,0.006,0,0.012,0,0.011,0.024,0,korku
0.001,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,korku
0.002,0.004,0.135,0.003,0.002,0,0,0.004,0.003,0.024,0,0,0,0,0,korku
0.075,0.005,0,0.002,0,0,0,0,0,0.049,0,0.001,0.001,0.014,0,korku
0.003,0.021,0.011,0.001,0,0.07200000000000001,0.176,0,0.004,0,0.008,0,0.006,0.013,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.111,0,0,0,0,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.08,0.007,0,0.001,0,0,0,0,0,0.049,0,0.004,0.001,0.014,0.005,korku
0.002,0,0.132,0,0,0,0.005,0,0.003,0,0,0,0.004,0,0,korku
0.008,0.004,0.004,0,0.005,0.005,0.002,0.002,0.066,0,0,0,0,0,0,korku
0.16599999999999998,0.017,0.001,0.051,0.023,0.020999999999999998,0,0.004,0.014,0.099,0,0,0.003,0.18200000000000002,0.006,korku
0.074,0.006,0,0.02,0.004,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.074,0.015,0.073,0.001,0,0,0,0,0,0.049,0,0,0.001,0.026000000000000002,0,korku
0.008,0.014,0,0.016,0.006,0,0,0,0,0,0,0.004,0,0,0.091,korku
0.092,0.023,0.006,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.032,0,0.02,0.004,0.068,0,0,0,0,0,0,0,0,0,korku
0.081,0.019,0,0,0.002,0,0,0,0,0.049,0,0,0.001,0.014,0.005,korku
0.006,0.02,0.006,0.005,0.004,0,0.001,0.023,0,0.10700000000000001,0,0,0,0,0.005,korku
0.006,0.014,0,0,0.002,0,0,0,0,0,0,0,0,0,0.005,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.002,0,0.011,0.003,0,0.004,0.087,0,0.002,0,0.008,0,0.001,0.002,0,korku
0,0.042,0,0,0,0.163,0,0,0.001,0,0,0,0,0.034,0,korku
0.078,0.011,0.003,0.002,0,0,0,0.004,0,0.049,0.004,0,0.001,0.014,0,korku
0.075,0.005,0,0,0.002,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.08,0.006,0,0,0.012,0.042,0.004,0,0.001,0.049,0,0,0.001,0.039,0,korku
0.078,0.005,0.001,0,0.134,0,0.002,0,0,0.049,0.001,0.001,0.001,0.014,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.015,0.009000000000000001,0.005,0.003,0,0.011,0.008,0,0.014,0.005,0,0.004,0,0,0.005,korku
0.03,0.003,0.013999999999999999,0.004,0.007,0.011,0.087,0,0.016,0,0.004,0,0.005,0.005,0,korku
0.074,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
0.003,0,0.011,0.001,0,0.004,0.087,0,0.002,0,0.004,0.004,0.001,0.002,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.10300000000000001,0,0,0,0,0,korku
0.08199999999999999,0.009000000000000001,0.004,0,0.005,0.005,0.002,0.002,0.066,0.049,0,0,0.001,0.014,0,korku
0.015,0.011,0.034999999999999996,0.006,0.001,0.08600000000000001,0.087,0,0.02,0,0.027,0.014,0.001,0.005,0,korku
0.079,0.005,0,0,0,0.017,0.004,0,0,0.049,0,0,0.001,0.014,0,korku
0.009999999999999998,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.009,0.007,0.005,0.002,0,0.011,0.008,0,0.014,0.005,0,0,0,0,0,korku
0.001,0.008,0,0,0,0,0,0,0.093,0.111,0,0,0,0,0,korku
0,0,0.053,0.002,0,0,0,0,0,0,0,0,0,0.006,0,korku
0.009000000000000001,0.001,0.07,0.011000000000000001,0,0.008,0.087,0,0.016,0,0.004,0,0.001,0.005,0,korku
0.011,0.01,0.011,0.030000000000000002,0,0.006,0.09799999999999999,0.24,0.003,0,0.026000000000000002,0,0.001,0.004,0,korku
0.074,0.005,0,0,0,0,0.002,0,0,0.049,0,0,0.001,0.014,0,korku
0,0.01,0.073,0.001,0,0,0,0,0,0,0,0,0,0.012,0,korku
0.023,0.002,0.011,0.003,0.007,0.007,0.087,0,0.002,0,0.004,0,0.005,0.002,0,korku
0.02,0.003,0.02,0.004,0,0,0.003,0.006,0,0,0,0,0,0,0,korku
0.075,0.005,0,0,0,0,0,0,0,0.049,0,0,0.001,0.014,0,korku
